./docs/examples/pdb_files/cs1_cadeias/1a4l_B.pdb,42251,41856,41424,40975,40576,40124,39685,39253,38841,38351,37893,37450,36985,36556,36095,35618,35115,34629,34144,33678,33193,32700,32257,31784,31349,30857,30386,29943,29508,29062,28578,28082,27615,27158,26697,26226,25751,25249,24809,24356,23947,23494,23048,22543,22119,21691,21251,20813,20362,19924,19532,19098,18646,18231,17845,17418,17048,16626,16225,15825,15442,15087,14719,14372,14006,13642,13264,12909,12529,12165,11812,11457,11113,10760,10453,10149,9819,9484,9131,8791,8459,8147,7861,7564,7272,6999,6740,6471,6202,5902,5667,5423,5178,4932,4704,4475,4246,4019,3797,3587,3349,3130,2939,2769,2611,2445,2294,2127,1998,1882,1781,1702,1638,1581,1519,1435,1374,1295,1216,1128,1031,927,824,670,523,443,388,368,357,353,351,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1A4L,adenosine deaminase,amidohydrolase
./docs/examples/pdb_files/cs1_cadeias/1eju_C.pdb,77366,76494,75601,74725,73843,72952,72075,71160,70306,69363,68430,67525,66638,65704,64774,63859,62957,62127,61220,60297,59435,58500,57584,56686,55754,54820,53954,52988,52138,51231,50375,49526,48645,47770,46898,45996,45201,44290,43437,42619,41793,40966,40105,39273,38429,37659,36837,36073,35286,34536,33782,32982,32260,31520,30771,30012,29268,28530,27805,27037,26331,25654,24965,24323,23687,23058,22384,21759,21147,20539,19921,19317,18704,18129,17538,16956,16387,15809,15240,14687,14164,13642,13152,12651,12146,11660,11208,10739,10315,9879,9422,9025,8637,8259,7907,7553,7189,6809,6423,6038,5672,5280,4941,4663,4417,4148,3879,3600,3380,3155,2974,2838,2695,2582,2473,2330,2193,2027,1885,1718,1546,1402,1225,1003,828,714,645,600,580,561,552,169,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1EJU,urease,amidohydrolase
./docs/examples/pdb_files/cs1_cadeias/1gkp_D.pdb,61839,61205,60526,59835,59130,58448,57792,57085,56386,55701,55017,54311,53651,52905,52199,51486,50758,50047,49376,48702,47996,47284,46584,45897,45214,44504,43797,43121,42413,41690,41017,40312,39599,38913,38211,37528,36862,36169,35454,34774,34064,33415,32791,32111,31467,30795,30173,29566,28927,28271,27671,27069,26476,25849,25232,24603,24006,23456,22860,22294,21706,21146,20608,20064,19548,19035,18491,17981,17471,16976,16482,16007,15525,15014,14531,14051,13605,13171,12711,12259,11779,11294,10887,10487,10087,9682,9312,8919,8584,8216,7849,7508,7230,6904,6582,6247,5930,5590,5285,4994,4705,4409,4161,3912,3706,3482,3255,3019,2799,2636,2527,2402,2273,2178,2084,1949,1862,1736,1622,1464,1323,1210,1086,896,734,609,549,508,484,468,460,252,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1GKP,d-hydantoinase,amidohydrolase
./docs/examples/pdb_files/cs1_cadeias/1krc_C.pdb,80210,79244,78321,77393,76491,75557,74628,73644,72748,71775,70794,69861,68923,67988,66988,66055,65092,64205,63276,62313,61412,60437,59504,58565,57575,56616,55676,54710,53835,52902,52023,51091,50195,49299,48413,47476,46625,45684,44819,43953,43124,42226,41367,40514,39634,38838,38033,37191,36389,35621,34804,34011,33246,32492,31682,30910,30153,29405,28661,27892,27144,26420,25757,25081,24415,23767,23084,22425,21799,21157,20503,19876,19251,18641,18071,17476,16869,16277,15667,15114,14550,14001,13502,12992,12479,11986,11502,11026,10607,10145,9708,9282,8874,8505,8141,7770,7383,6978,6588,6191,5809,5422,5087,4807,4534,4264,4001,3705,3466,3258,3062,2927,2769,2668,2543,2401,2255,2086,1935,1773,1599,1447,1263,1029,853,733,657,617,596,575,568,210,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1KRC,urease,amidohydrolase
./docs/examples/pdb_files/cs1_cadeias/1p48_B.pdb,56468,55886,55271,54629,54013,53397,52751,52115,51463,50830,50192,49534,48904,48236,47577,46948,46334,45638,45011,44369,43699,43038,42416,41779,41188,40527,39902,39263,38621,37963,37329,36725,36130,35549,34953,34348,33718,33128,32546,31964,31356,30741,30185,29579,28998,28434,27867,27308,26753,26174,25579,25015,24455,23911,23388,22863,22321,21830,21294,20788,20279,19775,19237,18729,18256,17759,17281,16806,16335,15888,15377,14939,14500,14008,13590,13152,12732,12309,11860,11393,10970,10600,10205,9840,9483,9142,8750,8377,8009,7647,7341,7039,6744,6422,6154,5856,5574,5258,4956,4678,4399,4116,3884,3677,3462,3249,3034,2802,2614,2463,2344,2231,2121,2026,1941,1848,1766,1659,1540,1408,1270,1160,1045,838,677,555,501,476,462,445,440,102,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1P48,enolase,enolase
./docs/examples/pdb_files/cs1_cadeias/1rjq_A.pdb,64797,64116,63394,62682,61963,61226,60518,59821,59102,58388,57681,56951,56205,55444,54698,53989,53236,52538,51793,51044,50328,49646,48896,48142,47415,46680,45985,45281,44572,43821,43122,42365,41582,40894,40199,39500,38766,38045,37321,36638,35923,35263,34561,33892,33218,32538,31857,31193,30514,29874,29204,28570,27880,27226,26586,25985,25343,24742,24126,23515,22944,22317,21788,21221,20648,20054,19513,18944,18430,17879,17395,16899,16413,15886,15405,14910,14410,13904,13440,12931,12460,11987,11520,11096,10640,10198,9818,9421,9031,8627,8268,7931,7571,7265,6948,6643,6298,5942,5625,5293,4967,4621,4352,4110,3844,3620,3399,3171,2973,2794,2663,2546,2414,2297,2186,2063,1934,1814,1663,1538,1395,1263,1100,927,762,636,571,532,505,488,478,179,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1RJQ,n-acyl-d-amino-acid deacylase,amidohydrolase
./docs/examples/pdb_files/cs1_cadeias/2dvt_B.pdb,36612,36259,35942,35529,35154,34784,34405,34040,33687,33310,32903,32512,32118,31711,31332,30928,30482,30103,29726,29330,28935,28536,28124,27755,27347,26955,26568,26182,25771,25381,24954,24550,24128,23693,23282,22893,22513,22108,21731,21354,20978,20605,20206,19806,19405,19016,18638,18229,17896,17528,17189,16819,16435,16067,15726,15368,15034,14663,14304,13967,13622,13287,12961,12638,12311,12005,11690,11386,11041,10752,10426,10139,9850,9547,9235,8946,8638,8370,8047,7736,7449,7169,6909,6656,6399,6168,5922,5674,5459,5197,4966,4782,4562,4351,4162,3940,3725,3507,3304,3147,2972,2767,2607,2467,2343,2202,2069,1920,1783,1685,1600,1520,1463,1417,1364,1310,1244,1183,1107,1013,904,838,750,591,482,401,365,342,332,326,326,93,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2DVT,gamma-resorcylate decarboxylase,amidohydrolase
./docs/examples/pdb_files/cs1_cadeias/2o4m_C.pdb,42408,42033,41649,41240,40819,40395,39980,39547,39066,38615,38217,37805,37370,36939,36490,36029,35550,35088,34653,34214,33770,33319,32903,32450,32003,31521,31042,30582,30092,29622,29134,28651,28194,27725,27250,26772,26338,25879,25411,24942,24502,24039,23577,23117,22696,22246,21811,21389,20939,20479,20041,19594,19172,18754,18304,17896,17464,17044,16657,16264,15861,15456,15082,14714,14361,13989,13605,13241,12858,12491,12130,11787,11423,11073,10730,10387,10060,9701,9365,9033,8690,8370,8084,7768,7490,7176,6873,6613,6331,6072,5807,5571,5324,5082,4831,4599,4397,4167,3931,3710,3499,3246,3035,2849,2677,2512,2359,2219,2076,1957,1866,1770,1698,1644,1586,1505,1425,1342,1244,1155,1043,947,857,694,563,468,415,389,375,364,362,120,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,2O4M,phosphotriesterase,amidohydrolase
./docs/examples/pdb_files/cs1_cadeias/2qjj_D.pdb,45751,45325,44865,44337,43832,43356,42859,42368,41895,41389,40862,40371,39858,39405,38975,38459,37947,37398,36872,36342,35840,35339,34841,34316,33790,33291,32806,32285,31775,31273,30780,30274,29801,29251,28782,28297,27790,27257,26750,26245,25759,25275,24808,24301,23834,23385,22933,22502,22061,21606,21166,20734,20286,19820,19367,18918,18504,18056,17657,17256,16816,16411,16000,15613,15233,14846,14456,14099,13664,13292,12920,12543,12141,11768,11416,11066,10718,10374,10007,9670,9301,8951,8651,8339,8029,7717,7418,7108,6833,6564,6273,6005,5722,5502,5252,5022,4801,4555,4290,4030,3784,3545,3341,3152,2968,2787,2624,2452,2294,2156,2055,1960,1877,1810,1732,1627,1541,1445,1350,1227,1111,1012,896,723,597,505,452,428,409,395,388,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2QJJ,mannonate dehydratase,enolase
./docs/examples/pdb_files/cs1_cadeias/1a4l_C.pdb,42257,41808,41383,40946,40526,40123,39667,39231,38788,38351,37883,37395,36949,36487,36072,35591,35108,34602,34111,33640,33140,32674,32227,31791,31328,30829,30368,29907,29465,28997,28530,28086,27596,27142,26687,26200,25733,25213,24782,24371,23924,23483,23022,22537,22100,21673,21236,20787,20327,19903,19483,19072,18640,18223,17803,17435,17019,16633,16226,15824,15452,15086,14712,14375,13997,13619,13257,12863,12518,12187,11815,11469,11142,10762,10466,10134,9798,9475,9113,8786,8458,8150,7863,7537,7237,6994,6718,6444,6161,5902,5654,5399,5177,4928,4696,4462,4240,4007,3791,3567,3348,3131,2935,2760,2602,2442,2283,2142,1992,1871,1777,1704,1636,1578,1502,1432,1370,1294,1209,1139,1031,941,828,658,535,437,392,368,358,352,350,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1A4L,adenosine deaminase,amidohydrolase
./docs/examples/pdb_files/cs1_cadeias/1ejv_A.pdb,4639,4622,4611,4598,4584,4570,4556,4537,4519,4493,4476,4451,4421,4397,4376,4352,4330,4314,4293,4266,4246,4226,4197,4173,4148,4121,4087,4039,4017,3990,3950,3907,3879,3837,3803,3767,3723,3692,3659,3618,3579,3549,3505,3467,3429,3386,3344,3303,3249,3197,3157,3111,3065,3024,2976,2935,2881,2818,2765,2723,2678,2641,2589,2552,2504,2474,2428,2382,2334,2284,2240,2191,2139,2088,2036,1998,1940,1884,1820,1770,1725,1676,1635,1588,1543,1479,1440,1388,1336,1299,1251,1215,1167,1116,1063,1025,981,942,893,841,789,737,702,668,632,608,568,527,506,481,471,454,436,421,405,387,369,350,322,297,268,253,230,183,140,123,111,106,103,100,99,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1EJV,urease,amidohydrolase
./docs/examples/pdb_files/cs1_cadeias/1gkp_E.pdb,61825,61196,60519,59819,59133,58424,57790,57124,56385,55706,55050,54286,53651,52914,52195,51489,50779,50079,49402,48739,47998,47285,46605,45906,45221,44496,43809,43138,42422,41688,40997,40289,39613,38929,38231,37532,36835,36162,35466,34796,34072,33433,32796,32158,31491,30778,30173,29564,28909,28297,27671,27055,26449,25867,25263,24628,24007,23470,22868,22315,21736,21177,20588,20040,19554,19033,18493,17993,17473,16986,16498,16000,15526,15033,14534,14059,13593,13157,12717,12239,11773,11313,10912,10503,10093,9711,9312,8937,8581,8194,7856,7517,7225,6908,6584,6265,5924,5620,5301,5000,4704,4404,4151,3923,3722,3490,3254,3041,2810,2644,2516,2399,2282,2182,2072,1951,1857,1737,1614,1463,1325,1213,1097,893,742,622,555,512,484,466,460,262,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1GKP,d-hydantoinase,amidohydrolase
./docs/examples/pdb_files/cs1_cadeias/1krm_A.pdb,41995,41568,41172,40736,40324,39882,39452,39008,38540,38064,37609,37159,36667,36229,35749,35294,34811,34375,33856,33368,32895,32464,31989,31558,31086,30616,30159,29699,29221,28746,28251,27787,27352,26895,26427,25989,25520,25057,24600,24155,23712,23258,22821,22351,21908,21484,21062,20607,20151,19727,19323,18893,18475,18044,17602,17235,16841,16429,16024,15648,15275,14926,14567,14224,13844,13476,13112,12766,12394,12035,11680,11356,10996,10652,10314,10002,9655,9366,9021,8691,8384,8057,7767,7502,7212,6931,6647,6397,6132,5873,5644,5397,5135,4872,4660,4425,4201,4000,3748,3514,3300,3091,2894,2710,2560,2418,2270,2135,1997,1875,1769,1691,1630,1570,1490,1415,1349,1277,1204,1107,1002,888,768,661,541,452,397,365,356,353,350,241,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1KRM,adenosine deaminase,amidohydrolase
./docs/examples/pdb_files/cs1_cadeias/1p6b_A.pdb,38810,38410,38030,37632,37251,36863,36478,36076,35690,35305,34896,34501,34104,33654,33262,32821,32410,32001,31579,31184,30770,30383,29968,29525,29106,28663,28221,27775,27349,26921,26469,26058,25631,25212,24782,24352,23946,23497,23087,22674,22262,21817,21383,20969,20581,20191,19768,19393,19008,18598,18202,17798,17384,16995,16593,16237,15831,15448,15108,14751,14391,14049,13690,13341,12992,12672,12353,11990,11638,11307,10976,10658,10324,10007,9721,9375,9080,8778,8468,8175,7854,7563,7302,7029,6745,6493,6215,5967,5721,5486,5265,5040,4812,4575,4350,4135,3959,3744,3536,3322,3126,2910,2719,2576,2412,2273,2128,1993,1868,1772,1681,1608,1547,1491,1439,1365,1293,1225,1141,1032,939,861,782,626,501,404,371,349,334,331,330,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1P6B,phosphotriesterase,amidohydrolase
./docs/examples/pdb_files/cs1_cadeias/1rjr_A.pdb,64285,63565,62886,62161,61429,60709,59999,59326,58598,57895,57160,56436,55718,54925,54227,53499,52769,52056,51302,50573,49909,49173,48420,47694,46979,46274,45562,44864,44139,43426,42689,41899,41218,40504,39813,39100,38379,37630,36962,36260,35555,34886,34208,33571,32874,32200,31562,30856,30207,29544,28898,28267,27589,26934,26333,25717,25076,24476,23866,23301,22694,22080,21554,20991,20431,19831,19284,18743,18227,17713,17237,16729,16224,15721,15247,14753,14243,13757,13285,12779,12321,11854,11399,10962,10501,10090,9695,9299,8893,8519,8177,7844,7517,7174,6858,6558,6213,5867,5548,5217,4901,4578,4298,4055,3803,3581,3346,3139,2944,2776,2642,2526,2408,2274,2169,2041,1923,1790,1650,1519,1385,1242,1090,896,742,630,570,530,504,487,477,154,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1RJR,n-acyl-d-amino-acid deacylase,amidohydrolase
./docs/examples/pdb_files/cs1_cadeias/2dvt_C.pdb,36243,35904,35583,35187,34790,34423,34074,33702,33305,32928,32552,32172,31781,31393,30992,30594,30173,29792,29380,28995,28610,28218,27841,27436,27051,26673,26269,25887,25482,25111,24678,24258,23847,23430,23046,22654,22282,21872,21492,21138,20752,20385,20028,19603,19219,18820,18439,18042,17718,17358,17004,16625,16273,15914,15549,15212,14863,14499,14143,13828,13465,13147,12824,12488,12168,11871,11549,11243,10911,10606,10322,10019,9731,9423,9129,8819,8521,8252,7933,7633,7357,7064,6819,6561,6305,6082,5831,5587,5391,5150,4911,4714,4500,4291,4106,3896,3703,3484,3288,3129,2944,2754,2593,2450,2318,2178,2051,1902,1772,1672,1588,1511,1465,1415,1357,1307,1237,1176,1102,1009,903,835,753,593,479,402,364,343,329,324,324,108,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2DVT,gamma-resorcylate decarboxylase,amidohydrolase
./docs/examples/pdb_files/cs1_cadeias/2o4m_P.pdb,41190,40817,40455,40063,39650,39245,38804,38394,37970,37542,37128,36723,36292,35863,35418,34975,34501,34063,33630,33229,32806,32365,31934,31503,31094,30641,30187,29700,29217,28760,28328,27823,27378,26936,26472,26024,25588,25131,24674,24237,23799,23356,22894,22438,22018,21600,21138,20736,20321,19893,19466,19056,18656,18223,17803,17381,16961,16570,16168,15791,15414,15016,14614,14277,13916,13580,13182,12828,12458,12098,11762,11431,11063,10734,10412,10078,9760,9412,9111,8762,8440,8132,7853,7539,7254,6973,6690,6418,6145,5890,5650,5402,5177,4945,4702,4497,4286,4060,3836,3603,3381,3160,2952,2764,2604,2448,2297,2142,2005,1902,1810,1721,1653,1591,1528,1451,1388,1303,1208,1114,1010,919,831,675,546,452,404,378,360,355,350,103,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2O4M,phosphotriesterase,amidohydrolase
./docs/examples/pdb_files/cs1_cadeias/2qjm_A.pdb,45086,44630,44185,43705,43202,42693,42228,41754,41277,40793,40276,39795,39341,38863,38420,37905,37418,36873,36363,35854,35363,34870,34345,33859,33399,32887,32381,31838,31347,30853,30375,29897,29414,28902,28432,27954,27470,26933,26436,25972,25477,24967,24509,24022,23562,23120,22680,22260,21795,21365,20938,20514,20064,19593,19176,18740,18296,17882,17457,17041,16620,16265,15857,15457,15078,14710,14298,13921,13520,13154,12784,12403,12036,11665,11316,10965,10584,10234,9901,9569,9212,8875,8549,8275,7946,7632,7337,7033,6771,6487,6224,5923,5677,5432,5210,4982,4750,4498,4233,3983,3746,3521,3297,3110,2933,2751,2600,2425,2257,2126,2024,1943,1864,1789,1707,1616,1520,1434,1340,1210,1098,998,891,735,589,502,452,421,404,391,386,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2QJM,mannonate dehydratase,enolase
./docs/examples/pdb_files/cs1_cadeias/1a4l_D.pdb,42287,41862,41461,41008,40564,40126,39704,39270,38829,38378,37914,37470,36982,36563,36108,35653,35149,34663,34190,33696,33208,32762,32281,31811,31355,30872,30428,29972,29526,29057,28586,28137,27658,27198,26716,26254,25762,25291,24815,24387,23983,23543,23084,22591,22146,21709,21291,20827,20384,19948,19525,19131,18698,18259,17861,17450,17071,16688,16260,15851,15467,15083,14748,14370,14038,13648,13276,12916,12564,12226,11861,11482,11142,10813,10479,10150,9818,9485,9147,8797,8488,8184,7884,7572,7276,7017,6747,6486,6196,5927,5662,5429,5167,4936,4703,4476,4260,4044,3810,3604,3369,3144,2934,2771,2617,2458,2296,2152,2002,1874,1785,1708,1641,1582,1515,1444,1380,1317,1228,1130,1039,937,833,661,519,460,394,368,360,355,349,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1A4L,adenosine deaminase,amidohydrolase
